ftime(hr)    y01   DS02   LG02   HWFI   AVNI   VMXC   DV12   SLAT   SSTN   SHDC   DTL 
 120         2.8   -0.2   -6.2   -7.2   13.8   57.2   10.0   21.8   25.4   29.5 2200.0
 120         2.8   -4.2   -8.2   -0.2   12.8   57.2   10.0   21.8   26.1   34.1 2199.8
 120         3.5   -6.5  -13.5    8.5   11.5   56.5    5.0   24.0   26.5   35.3 2373.0
 120         6.0   -9.0   -9.0    7.0   11.0   54.0   10.0   24.6   26.6   39.6 2381.6
 120         9.5   -9.5   -7.5    3.5   13.5   50.5   20.0   26.1   26.6   42.0 2387.2
 120         4.0  -14.0  -14.0   13.0   15.0   56.0   10.0   28.0   27.0   35.6 2294.4
 120        -6.5  -12.5   -8.5   19.5    1.5   61.5   15.0   29.5   27.2   30.2 2200.6
 120        -7.8  -12.8   -6.8    9.2   10.2   62.8   15.0   30.8   27.5   30.4 2075.0
 120       -10.0  -13.0   -9.0    7.0   15.0   60.0    0.0   32.8   27.2   32.7 2069.4
 120        -7.8  -25.8  -16.8   32.2   10.2   52.8    5.0   34.4   27.0   52.2 2065.2
 120       -33.5   -2.5   -9.5   39.5  -27.5   78.5    0.0   14.6   28.0   14.0  916.8
 120       -34.0   -2.0  -10.0   41.0  -29.0   74.0    0.0   15.0   28.2   17.3  847.4
 120       -29.8    1.2  -13.8   41.2  -28.8   69.8    0.0   15.1   28.3   22.2  716.6
 120       -33.8    1.2   -9.8   44.2  -35.8   68.8    5.0   14.4   28.5   27.3  501.0
 120       -40.0   -4.0  -13.0   58.0  -41.0   75.0   15.0   14.7   28.6   27.8  498.6
 120       -30.2   -1.2   -9.2   47.8  -37.2   65.2   10.0   15.0   28.8   27.5  465.8
 120       -26.0    1.0  -14.0   48.0  -35.0   61.0   10.0   14.9   28.9   29.9  412.6
 120       -18.8    7.2   -0.8   23.2  -29.8   53.8   15.0   14.9   28.9   28.9  381.6
 120       -37.8   -2.8  -18.8   63.2  -41.8   67.8   10.0   15.6   28.9   20.3  273.4
 120       -11.3  -16.3   -1.8   40.7  -24.3   41.3    0.0   37.9   25.5   41.2 1863.0
 120        -1.5  -13.5    2.0   13.5  -11.0   31.5    0.0   37.8   25.2   47.6 1991.0
 120         6.5   -2.5    6.0    2.5   -9.0   23.5    0.0   37.9   25.2   38.2 1893.0
 120        -3.0    5.0    4.5   -5.0   -9.0   28.0   -5.0   36.5   26.6   30.2 1703.0
 120         2.2   14.2   17.2  -14.8  -16.8   47.8    5.0   12.1   28.7   16.9  455.6
 120        -5.8   12.2    7.2    6.2  -25.8   50.8    0.0   12.7   28.6   18.9  437.2
 120        -2.0   16.0   15.0  -11.0  -20.0   47.0    0.0   12.8   28.6   17.8  390.2
 120       -15.0   18.0   -1.0  -20.0    3.0   60.0   -5.0   36.6   26.1   14.8 1190.0
 120       -16.5    9.5   -6.5   -6.5    3.5   61.5   -5.0   35.8   26.0   24.3 1263.8
 120         7.0    4.0   19.0  -14.0   -9.0   68.0    0.0   31.3   27.2   16.8 1550.0
 120        -2.2    4.8   13.8   -7.2  -11.2   72.2   -5.0   31.4   27.1   13.2 1559.6
 120        -1.2   11.8   15.8  -19.2   -8.2   66.2    0.0   31.6   26.6    7.9 1573.4
 120        -7.0    6.0    7.0   -7.0   -6.0   67.0    5.0   32.6   26.0    9.6 1500.8
 120        -7.5    4.5    6.5  -12.5    1.5   62.5    5.0   33.6   25.7   12.0 1427.8
 120        -6.5    3.5    3.5   -7.5    0.5   61.5    0.0   34.1   25.2   10.4 1392.0
 120        -5.8    7.2    2.2   -6.8   -2.8   60.8    0.0   34.8   24.9    8.0 1327.8
 120       -10.8   14.2    3.2  -14.8   -2.8   60.8    0.0   35.2   24.7    5.2 1278.4
 120       -12.0   11.0    0.0   -6.0   -5.0   62.0    0.0   35.6   24.7    7.7 1238.0
 120       -10.8   12.2    2.2  -12.8   -1.8   60.8    5.0   36.4   24.7    6.4 1150.6
 120       -12.2   12.8    1.8  -10.2   -4.2   62.2    5.0   36.6   24.7    4.5 1125.0
 120        -9.2    7.8   -0.2   -8.2    0.8   59.2    0.0   36.8   24.7    9.5 1106.4
 120        -7.8    4.2   -1.8   -4.8    2.2   57.8    0.0   37.1   24.8    9.6 1063.6
 120        -5.8   10.2   -0.8   -8.8   -0.8   55.8    5.0   37.0   24.6    7.2 1076.2
 120        -5.2    8.8    0.8   -7.2   -2.2   55.2    5.0   37.0   24.5    4.5 1085.0
 120        -3.0    8.0    2.0   -8.0   -2.0   53.0    5.0   37.1   24.4    7.3 1083.4
 120        -8.0    3.0    0.0   -5.0    2.0   53.0    5.0   36.8   24.4    9.0 1111.2
 120        -4.0    2.0    0.0    0.0   -2.0   49.0    0.0   36.9   24.2    7.4 1099.2
 120        -8.0   -1.0    4.0   -2.0   -1.0   53.0   10.0   36.7   24.2   11.9 1127.8
 120        -2.0   -6.0    4.0    3.0   -1.0   52.0   10.0   36.5   24.2    9.1 1156.8
 120         5.5   -5.5    4.5   -1.5    2.5   49.5    0.0   36.2   24.2   14.5 1190.6
 120         8.5  -10.5    6.5    0.5    3.5   46.5    0.0   35.4   24.4   11.3 1270.6
 120         7.8  -13.2    2.8    3.8    6.8   47.2   -5.0   34.7   24.6   12.9 1386.2
 120        12.2  -10.8    4.2    1.2    5.2   47.8  -10.0   33.7   24.8   10.9 1504.8
 120        15.0   -9.0    2.0    4.0    3.0   50.0  -10.0   33.6   24.6   16.8 1592.6
 120        13.0  -11.0    0.0   15.0   -4.0   52.0   -5.0   33.5   23.9   17.8 1665.8
 120        12.2   -8.8    4.2    5.2   -0.8   52.8    0.0   32.1   24.8   14.5 1848.8
 120         9.5   -9.5    0.5    7.5    1.5   55.5   -5.0   31.5   25.1   14.3 1895.4
 120        15.8  -14.2   -4.2    2.8   15.8   54.2   -5.0   30.7   25.5   18.6 2026.2
 120        24.2  -13.8   -6.8   15.2    5.2   45.8    0.0   30.2   25.6   28.6 2192.0
 120        28.0  -12.0   -8.0   22.0   -2.0   42.0    0.0   30.1   25.4   26.3 1932.2
 120        21.0  -11.0   -9.0   20.0    0.0   54.0    0.0   29.5   25.4   16.6 1763.0
 120        37.5  -14.5  -13.5   34.5   -6.5   42.5    0.0   28.9   25.4   23.9 1652.8
 120        35.8   -8.2   -7.2   17.8   -2.2   44.2    0.0   29.8   25.1   29.9 1555.2
 120        25.5   -4.5   -1.5   -2.5    8.5   49.5    0.0   29.3   25.1   29.6 1415.4
 120        14.0   -7.0   -4.0    9.0    2.0   61.0    0.0   29.2   25.1   15.8 1417.6
 120        10.2   -3.8   -4.8    3.2    5.2   59.8   -5.0   30.2   25.0   12.4 1479.6
 120         4.0   -4.0   -7.0    3.0    8.0   61.0   -5.0   31.4   24.7   23.0 1341.8
 120         8.2   -1.8   -7.8   -2.8   12.2   56.8    0.0   35.5   23.4   28.8 1204.4
 120        19.8   14.8    4.8   10.8  -30.2   55.2    5.0   16.7   29.1   13.8  162.4
 120        27.5    0.5   -1.5   29.5  -28.5   52.5    5.0   17.9   29.1   14.5   38.2
 120        43.5   -2.5   -4.5   31.5  -24.5   46.5    0.0   18.4   29.2   11.5    2.8
 120        51.3    3.3    1.3   -4.7  -20.0   43.7    0.0   18.9   29.2    9.5    0.4
 120        50.7    1.7    3.7   -5.3  -28.2   49.3    5.0   19.5   29.3    4.8   12.0
 120        47.3  -19.7  -10.7   30.3  -40.8   67.7   10.0   20.0   29.3    4.1   18.2
 120        71.2    3.2   20.2    3.2  -26.8   48.8   10.0   20.9   29.3    3.2   88.4
 120        68.5    1.5   23.5   11.5  -36.5   56.5    5.0   22.5   29.3    6.7  213.8
 120        75.5   12.5   31.5   -4.5  -39.5   54.5    0.0   24.0   29.2    8.9  294.4
 120        79.8   17.8   26.8  -12.2  -32.2   55.2   -5.0   24.9   29.2   10.5  280.4
 120        86.5   11.5   27.5  -17.5  -21.5   58.5    0.0   25.5   29.5    7.6  216.4
 120        92.0   14.0   29.0  -13.0  -30.0   63.0    0.0   26.6   29.4    8.6  177.2
 120        89.2    1.2   22.2   -1.8  -21.8   70.8    0.0   27.6   29.2    4.5  150.4
 120        65.0  -15.0   -9.0   30.0   -6.0   90.0    0.0   28.0   29.1   10.5  140.6
 120        57.0  -18.0  -10.0   33.0   -5.0   83.0    5.0   28.4   29.2   15.1   91.0
 120        54.5   14.5   15.5  -35.5    5.5   80.5    5.0   28.6   29.3   13.6  172.2
 120        37.5   11.5    7.5   11.5  -30.5   87.5   15.0   28.8   29.0    8.9  100.6
 120        62.0   -3.0    0.0    9.0   -6.0   53.0   15.0   28.1   29.4    5.8   -1.4
 120        57.5   -5.5   -4.5    5.5    4.5   47.5   10.0   28.2   29.8    8.3  -27.6
 120        50.2   -3.8   -4.8   13.2   -4.8   49.8    5.0   28.1   29.7    9.1  -26.4
 120        42.5   -8.5   -8.5   24.5   -7.5   52.5    0.0   28.2   29.5   11.0  -25.6
 120        39.8  -10.2  -11.2   19.8    1.8   50.2    5.0   28.0   29.8   14.0  -39.8
 120        42.5   -7.5   -8.5   14.5    1.5   47.5   15.0   27.5   30.2   14.1  -40.6
 120        42.2   -7.8   -7.8   16.2   -0.8   47.8   15.0   28.0   29.7   14.5  -33.4
 120        47.0   -9.0   -9.0   10.0    8.0   43.0   10.0   28.5   29.6    9.5  -47.0
 120        18.8   29.8   14.8  -32.2  -12.2   81.2   20.0   29.5   29.0   13.5   34.8
 120        12.0   21.0    5.0   -6.0  -20.0   88.0   20.0   30.3   28.9   14.3   40.4
 120         9.5   17.5    1.5    6.5  -25.5   90.5   10.0   31.4   28.9   15.4   76.4
 120        11.2   26.2    4.2  -16.8  -13.8   83.8   10.0   32.7   28.7   19.6   87.8
 120         4.8   27.8    9.8  -29.2   -8.2   80.2    5.0   33.2   28.8   25.4  104.4
 120         2.5   33.5   10.5  -27.5  -16.5   77.5    0.0   33.4   28.4   24.2   81.6
 120         1.8   24.8    7.8  -15.2  -17.2   78.2   10.0   34.0   28.4   25.9   87.2
 120        10.8   17.8   15.8  -20.2  -13.2   69.2   30.0   34.8   28.2   24.2  136.0
 120         9.0   19.0   10.0  -16.0  -13.0   71.0    5.0   35.9   27.4   27.6  155.4
 120         0.2   23.2    4.2  -12.8  -14.8   79.8  -15.0   36.7   27.6   33.8  202.8
 120         6.8   21.8   -2.2  -10.2   -9.2   78.2  -15.0   38.0   26.2   36.5  250.0
 120         3.2   -2.8  -12.8   31.2  -15.8   51.8    5.0   32.7   27.9   10.6 1729.2
 120         6.8    5.8   -6.2   -3.2    3.8   43.2    5.0   34.6   27.5   10.8 1495.4
 120        11.0    8.0    2.0    6.0  -16.0   39.0    5.0   34.9   27.5   16.0 1445.2
 120         5.5   -1.5   -0.5   26.5  -24.5   44.5    5.0   35.6   27.4   16.7 1357.4
 120        -3.2  -10.2   -8.2   43.8  -25.2   48.2    0.0   35.7   27.3   21.5 1303.2
 120        -1.5   -5.5   -4.5   11.5   -1.5   46.5    0.0   36.5   27.3   23.1 1234.0
 120        33.8    5.8   -4.2   12.8  -14.2   76.2    0.0   31.9   28.8   29.4  548.6
 120        22.5   -2.5   -8.5   13.5   -2.5   87.5    5.0   32.2   29.0   33.0  741.6
 120        18.0    2.0   -3.0    4.0   -3.0   87.0   10.0   32.1   28.9   31.7  779.2
 120        13.2    0.2   -6.8    5.2    1.2   81.8   15.0   32.8   28.7   38.4  813.8
 120         9.2    8.2   -3.8  -11.8    7.2   70.8   10.0   33.9   28.4   51.8  914.2
 120       -13.5    2.5   -6.5   49.5  -45.5   68.5    0.0   21.8   29.6   10.2  317.4
 120         2.0   20.0   17.0  -13.0  -24.0   53.0    5.0   22.9   29.6   10.9  382.6
 120         4.8   14.8   13.8   -5.2  -23.2   50.2    5.0   23.7   29.6   20.3  465.4
 120        -0.8    9.2   19.2   -9.8  -18.8   55.8   15.0   25.0   29.4   25.4  591.6
 120        -7.3    5.7   16.7    0.0  -22.3   62.3   15.0   25.7   29.3   27.3  662.8
 120        -1.5   14.5   12.5   -6.5  -20.5   56.5   10.0   27.6   29.1   30.9  858.8
 120        -4.8   15.2   12.2   -7.8  -19.8   54.8   10.0   28.2   29.0   32.3  894.0
 120       -23.8    7.2    2.2    7.2  -16.8   68.8    5.0   28.8   28.9   33.9  926.4
 120       -19.7   12.3    4.3  -16.7    0.0   49.7    5.0   24.8   29.3   12.2  685.4
 120        11.2    1.2   -3.8   14.2  -11.8   88.8    0.0   18.1   27.9    9.0 1721.6
 120        15.5    5.5   -3.5    9.5  -11.5   89.5    5.0   18.9   28.0   15.9 1745.8
 120        32.2   -4.8   -5.8   12.2   -1.8   82.8   10.0   19.5   28.1   15.7 1764.4
 120        51.8    1.8    0.8   -0.2   -2.2   78.2   10.0   20.6   28.0   12.7 1885.0
 120        41.2   -2.8   -1.8   14.2   -9.8   88.8   15.0   21.3   28.0   17.6 1972.2
 120        27.5   -8.5   -9.5   22.5   -4.5   82.5   10.0   22.2   28.0   24.2 2049.8
 120         4.8   -4.2  -10.2   14.8   -0.2   85.2    0.0   23.2   28.0   21.8 2144.6
 120        -0.5   -9.5  -12.5   25.5   -3.5   90.5    5.0   24.2   28.1   22.4 2210.6
 120         6.2   -3.8   -3.8    4.2    3.2   83.8   15.0   25.3   28.0   26.2 2261.2
 120         3.5   -8.5   -4.5   11.5    1.5   86.5   15.0   26.6   28.0   20.3 2323.4
 120         3.5   -3.5   -0.5    7.5   -3.5   86.5   10.0   28.2   27.9   11.3 2235.6
 120         2.0   -6.0   -2.0   12.0   -4.0   88.0   10.0   29.7   27.6   13.5 2161.4
 120         1.8   -5.2    0.8    4.8   -0.2   83.2    5.0   30.8   27.4   13.5 2111.2
 120         3.0   -5.0    1.0    3.0    1.0   82.0   25.0   31.7   27.0   12.3 2086.2
 120         4.2  -13.8   -4.8   19.2   -0.8   80.8   30.0   33.0   26.5   12.6 2034.8
 120        10.5  -11.5   -4.5   14.5    1.5   74.5   15.0   34.9   25.5   22.7 1976.2
 120         3.5   -7.5   -7.5   15.5   -0.5   76.5   10.0   36.5   24.7   26.7 1927.8
 120        -4.7   17.3   -4.7  -12.7   -4.8   49.7    0.0   22.0   28.1   21.1  223.0
 120        -7.2   17.8    8.8  -15.2  -11.2   52.2    5.0   21.6   28.1   16.8  183.2
 120        -8.2   14.8    4.8   -0.2  -19.2   53.2    5.0   22.9   27.7   11.8  262.8
 120        -3.0    9.0    7.0    2.0  -18.0   48.0    5.0   24.7   27.5   11.2  332.8
 120        -4.5    6.5    9.5    4.5  -20.5   49.5   10.0   27.1   27.2   11.1  238.8
 120        -2.0   -2.0   11.0  -19.5   -9.0   37.0   10.0   28.0   27.0   17.6  158.8
 120        -1.2    0.8    7.8   -1.2   -7.2   31.2    5.0   29.0   26.7   15.0   54.2
 120         2.2    2.2    4.2   -2.8   -3.8   27.8   -5.0   29.9   26.5   11.7  -34.6
 120        -4.5   -0.5   -0.5   10.5   -9.5   29.5  -10.0   30.8   26.4   16.3 -117.0
 120         0.8    3.8    3.8    2.8  -10.2   24.2  -10.0   31.5   26.6   12.2 -181.8
 120        -1.2    1.8    0.8    4.8   -7.2   26.2  -10.0   32.4   26.8   13.8 -272.8
 120         6.0    3.0    3.0    0.0   -6.0   24.0   -5.0   33.8   27.0    9.0 -404.0
 120        26.5  -26.5  -26.5   32.5   20.5   53.5    5.0   29.8   30.2   23.4  -56.0
 120        -5.2   -9.2    9.8    0.8   -1.2   65.2   10.0   33.7   29.3   15.6   93.0
 120        20.3   -2.7    4.3    0.0   -1.7   39.7    5.0   35.4   28.5   29.9  127.4
 120         2.5   -0.5    0.5   -5.5    5.5   52.5    0.0   36.3   28.1   26.9  125.6
 120        -8.8   -6.8  -10.8   48.2  -30.8   68.8    5.0   25.0   31.0   16.1   77.2
 120        -9.0    1.0    0.0    3.0   -4.0   74.0    0.0   25.3   30.8   10.5   98.4
 120        12.8    4.8   -5.2   13.8  -13.2   57.2    0.0   26.5   30.9   12.4   73.0
 120        18.0   -6.0  -16.0   51.0  -29.0   57.0    0.0   27.5   30.8   15.0   61.4
 120        31.8   -6.2  -15.2   63.8  -42.2   58.2    0.0   28.3   30.2   14.4   98.6
 120        33.5   -8.5    4.5   51.5  -47.5   66.5   10.0   28.3   30.4   12.8  177.2
 120        55.8  -13.2    1.8   52.8  -41.2   64.2   10.0   28.6   30.4   16.4  168.2
 120        60.0  -13.0  -19.0   24.0    8.0   70.0    0.0   27.8   30.8   13.4  164.2
 120        81.5   -2.5    0.5  -15.5   17.5   48.5   -5.0   28.8   30.6   19.8   72.0
 120        47.0   -6.0   -7.0   -6.0   19.0   38.0   -5.0   30.0   31.1   21.8  -51.8
 120        19.5   -5.5   -2.5    3.5    4.5   35.5   10.0   30.4   31.2   14.5  -89.0
 120         6.2   -0.8    0.2    1.2   -0.8   28.8   10.0   31.9   30.7   21.1 -183.6
 120        -4.2   -1.2   -1.2    4.8   -2.2   29.2    0.0   33.2   30.4   22.9 -295.0
 120        -2.0    2.0    1.0    2.0   -5.0   27.0   -5.0   33.4   30.9   18.0 -370.6
 120        -0.8    2.2    2.2    0.2   -4.8   25.8    0.0   34.0   31.0   18.5 -444.6
 120        -0.8    2.2    2.2    0.2   -4.8   25.8    5.0   35.6   30.1   21.2 -537.2
 120        26.0   10.0   -3.0    1.0   -8.0   34.0    0.0   21.3   28.6   23.8 1190.6
 120        25.2    6.2   -0.8    7.2  -12.8   34.8    5.0   21.3   28.6   23.4 1213.4
 120        11.2   -4.8  -13.8   39.2  -20.8   48.8    5.0   22.5   28.8   18.7 1167.6
 120         9.8   -5.2  -19.2   42.8  -18.2   55.2    5.0   23.5   28.9   18.1 1195.6
 120        28.0   -3.0   -6.0   21.0  -12.0   37.0   10.0   24.3   29.2   24.7 1120.8
 120        36.2    0.2   -1.8   14.2  -12.8   33.8   15.0   24.7   29.2   26.0 1160.4
 120        37.5   -2.5   -3.5   19.5  -13.5   37.5   10.0   25.1   29.4   24.6 1104.8
 120        38.5   -5.5   -9.5   23.5   -8.5   36.5   -5.0   25.8   29.4   22.9 1171.6
 120        35.8   -3.2   -5.2   24.8  -16.2   44.2    0.0   26.4   29.3   13.9 1208.6
 120        54.0    7.0    4.0   -5.0   -6.0   31.0    0.0   28.3   29.5   16.7 1229.2
 120        28.2   -6.8  -13.8   34.2  -13.8   61.8    0.0   29.5   29.2   12.8 1302.4
 120        34.0   -2.0   -7.0   18.0   -9.0   56.0    0.0   29.9   29.0   15.4 1255.4
 120        13.8   -2.2    0.8   -0.2    1.8   76.2    0.0   30.4   28.7    3.7 1233.4
 120        12.8   -2.2    2.8   -0.2   -0.2   77.2   -5.0   31.7   28.4    5.4 1220.2
 120         1.5    4.5    4.5   -6.5   -2.5   83.5   -5.0   32.2   28.6    6.3 1097.4
 120        -6.0    3.0    1.0    4.0   -8.0   91.0   10.0   33.8   28.4   16.5 1019.8
 120        -5.8   -0.8   -2.8   12.2   -8.8   90.8   10.0   34.2   28.0   18.8 1039.2
 120       -19.5   10.5   13.5   -4.5  -19.5   49.5    5.0   22.0   26.7    5.4 2212.6
 120       -21.8   15.2   16.2  -25.8   -5.8   51.8    5.0   22.8   26.8    9.3 2248.8
 120       -22.5    6.5    7.5   -9.5   -4.5   52.5    5.0   25.0   27.0   25.0 2378.6
 120       -21.8    5.2    5.2    1.2  -11.8   51.8    0.0   26.3   27.6   28.4 2363.4
 120       -18.5   13.5   10.5  -14.5   -9.5   48.5    0.0   27.3   27.7   24.4 2337.2
 120       -20.8    6.2    3.2   -3.8   -5.8   45.8    0.0   28.8   27.8   27.7 2216.8
 120       -15.2    5.8   -2.2   -2.2   -1.2   40.2   -5.0   29.4   27.8   33.0 2195.6
 120       -12.0    3.0   -2.0    1.0   -2.0   37.0    0.0   29.6   27.7   36.7 2178.4
 120       -15.0   -2.0   -2.0  -19.2    4.0   40.0    5.0   29.3   27.9   39.1 2148.4
 120         9.7    3.7    2.7   -6.3    0.0   25.3    5.0   31.0   30.5   28.9  -83.0
 120         7.0    7.0    6.0   -4.0   -9.0   23.0    0.0   30.9   30.7   32.3  -70.2
 120        39.7    6.7   -9.3    0.0    2.7   80.3    5.0   20.5   27.7   13.6 1629.2
 120        32.0    0.0  -20.0   22.0   -2.0   83.0    0.0   20.7   27.9   13.7 1550.6
 120        24.5   -5.5  -24.5   34.5   -4.5   90.5    0.0   20.7   27.9   12.3 1501.8
 120        22.8    0.8  -17.2   20.8   -4.2   87.2    0.0   21.3   28.1   10.0 1374.0
 120        31.5    0.5  -19.5   21.5   -2.5   83.5    0.0   21.7   28.1   10.7 1337.2
 120        26.8   -5.2  -14.2   20.8   -1.2   88.2    5.0   22.3   28.4   13.9 1274.4
 120        15.8    0.8   -3.2   11.8   -9.2   89.2    5.0   22.4   28.8   13.2 1117.2
 120        14.8    1.8   -2.2    5.8   -5.2   90.2   10.0   23.1   28.7    9.3 1126.6
 120        11.8    2.8    1.8    5.8  -10.2   93.2   10.0   23.6   28.8   10.6 1022.4
 120        10.2    4.2    4.2   -0.8   -7.8   89.8   10.0   24.8   28.9    8.5  999.8
 120         3.2    3.2    6.2    0.2   -9.8   86.8   10.0   25.7   28.8    8.8 1086.8
 120         8.5    4.5    6.5   -9.5   -1.5   81.5    5.0   26.3   28.7    8.4 1109.4
 120         9.8   11.8   11.8  -18.2   -5.2   80.2   15.0   27.7   28.4    4.1 1186.4
 120         6.5    5.5   11.5  -13.5   -3.5   78.5   25.0   29.1   27.9    6.5 1246.6
 120        -1.8   11.2    7.2   -9.8   -8.8   81.8   15.0   30.4   27.9    6.9 1213.6
 120        -5.0    8.0    3.0   -6.0   -5.0   85.0    5.0   31.4   27.9    9.9 1176.8
 120         2.2    9.2    3.2   -2.8   -9.8   82.8   -5.0   32.1   27.9   14.8 1127.2
 120         7.8    8.8   -0.2   -3.2   -5.2   82.2    0.0   33.7   27.2   29.6 1008.6
 120        -0.2    8.8   -2.2   -3.2   -3.2   90.2   10.0   35.0   27.2   31.6  941.0
 120        -0.5   14.5   -6.5   -4.5   -3.5   80.5   25.0   37.4   26.5   46.0  713.6
 120        -0.8   13.2  -12.8    6.2   -6.8   70.8   25.0   39.4   25.1   44.8  552.0
 120        28.5   22.5    2.5  -16.5   -8.5   46.5    0.0   28.3   26.4   25.8  100.6
 120        13.2   12.2    3.2   -2.8  -12.8   36.8    0.0   29.3   25.3   31.6   34.4
 120         5.5    8.5    5.5   -1.5  -12.5   29.5    5.0   30.5   24.8   34.7  -43.8
 120        -5.2   18.8    2.8   -9.2  -12.2   75.2    5.0   33.2   26.3   13.8 1141.2
 120        -3.2   20.8    3.8  -17.2   -7.2   73.2   10.0   34.0   26.3   11.3 1060.2
 120       -12.5   17.5    0.5   -5.5  -12.5   77.5    5.0   34.5   26.2   12.3 1053.4
 120        -8.2   12.8   -1.2   -9.2   -2.2   73.2    0.0   35.3   25.6   10.6 1042.4
 120        -6.5   12.5    0.5   -3.5   -9.5   71.5    5.0   36.9   25.2   11.7  961.0
 120       -13.8    8.2   -8.8    9.2   -8.8   73.8   15.0   39.0   23.6   13.0  783.2
 120        -5.2    6.8   -8.2    1.8   -0.2   65.2   20.0   41.0   21.5   17.9  695.2
 120         1.0   -2.0   -2.0    1.0    3.0   29.0   10.0   13.8   29.8    8.2 -186.4
 120        -0.8   -3.8   -3.8    2.2    5.2   30.8    5.0   14.5   29.4    4.6 -141.8
 120         2.5   -0.5   -0.5    2.5   -1.5   27.5    0.0   14.4   29.6    8.0 -140.6
 120       -14.0  -17.0  -17.0   50.0  -16.0   44.0   15.0   14.5   29.5    5.4 -131.2
 120         2.7    0.7    3.7    0.0   -4.3   27.3   20.0   15.3   29.7   10.3  -33.4
 120        -0.7   -3.7   -0.7    4.3   -4.5   35.7   15.0   15.6   29.4    4.5   -6.0
 120         5.0   -2.0    1.0    5.0   -4.0   35.0   25.0   15.8   29.4    3.3    1.6
 120        14.5  -11.5    6.5   10.5   -5.5   35.5   45.0   17.2   29.4   10.5  105.8
 120        19.5  -12.5    5.5   -5.5   -7.0   35.5   40.0   17.5   29.5   12.4  156.8
 120        25.5  -10.5   13.5   -5.5    2.5   29.5   15.0   17.4   29.2   12.8  176.6
 120        11.8   -7.2    8.8   -2.2    0.8   38.2   -5.0   18.2   29.3   18.7  254.4
 120         4.8  -10.2   -0.2   13.8   -3.2   50.2  -10.0   19.4   29.4   26.4  252.6
 120        16.0   -3.0    5.0   -8.0    6.0   39.0  -30.0   22.8   29.1   26.1   61.2
 120        13.5    4.5   -2.5   -4.5    2.5   41.5  -50.0   23.2   28.9   21.1   48.8
 120        18.2    6.2   -9.8    3.2    0.2   31.8  -45.0   24.1   28.6   31.2   68.2
 120         3.0   18.0  -10.0  -10.0    2.0   42.0  -30.0   24.2   28.6   23.8   84.2
 120        14.2   24.2   -5.8   -4.8  -13.8   30.8  -20.0   25.0   28.1   25.9  103.0
 120        14.2   19.2    3.2   -7.8  -14.8   30.8  -10.0   24.0   28.3   11.8   87.0
 120        14.0   15.0   -9.0   -6.0  -13.8   36.0   -5.0   24.3   27.9   10.7  105.2
 120         9.7    5.7   -0.3   -5.3    0.0   40.3    5.0   24.0   28.5    6.8  100.8
 120        13.8   -2.2    0.8   -2.2    3.8   41.2    5.0   24.5   28.4   11.8  197.8
 120        18.0   -3.0   -9.0    6.0    6.0   42.0    0.0   25.6   27.6   13.9  263.8
 120        32.2    2.2   -2.8   -7.8    8.2   32.8    0.0   25.8   27.6   15.3  278.6
 120        29.5    3.5   -5.5    6.5   -4.5   30.5    0.0   25.4   27.9   15.9  315.0
 120        31.0   -5.0    4.0    6.0   -5.0   24.0    0.0   26.2   27.4   18.4  256.8
 120        25.8   -1.2    2.8    0.8   -2.2   24.2    0.0   26.4   27.0   15.9  310.4
 120        10.2   -3.8    3.2    3.2   -2.8   29.8    0.0   27.4   26.5   15.8  114.4
 120         0.0  -16.0   17.0   -5.0    4.0   35.0   20.0   27.9   24.9   13.4   59.4
 120        -7.8   -4.8    6.2  -16.8   15.2   47.8   15.0   26.5   27.0   19.4  160.8
 120       -10.8   -5.8    0.2  -15.8   21.2   50.8    5.0   26.5   27.0   17.5  168.8
 120        -3.8  -13.8    2.2    7.2    4.2   33.8   10.0   33.1   21.9   29.1 1025.0
 132        -3.5    3.5   -0.5   14.5  -17.5   53.5    5.0   30.4   28.4   30.4 1236.0
 132         8.5   -1.5   -5.5   21.5  -14.5   41.5   -5.0   31.5   28.0   40.6 1260.2
 132       -13.2   14.8   -0.2  -24.2    9.8   48.2   10.0   25.2   25.7   21.7 1863.0
 132        -0.8   -1.8   -6.8    0.2    8.2   35.8   10.0   26.6   25.9   43.9 2052.0
 132         2.0   -5.0   -3.0   -3.0   11.0   33.0   10.0   26.1   25.8   41.4 2102.6
 132        -3.0   -4.0   -2.0   -2.0    8.0   38.0    5.0   25.6   26.0   32.0 2202.6
 132        -2.2   -4.2   -4.2   -3.2   11.8   37.2    5.0   25.2   26.3   29.3 2392.8
 132         5.8   -9.2   -4.2    7.8    5.8   34.2    5.0   24.8   26.7   26.9 2407.6
 132         0.8   -2.2   -3.2  -13.2   18.8   39.2    0.0   25.1   27.0   22.1 2350.6
 132        -7.0  -10.0   -6.0   -3.0   19.0   42.0    5.0   26.0   27.4   23.2 2315.0
 132        -7.0  -11.0   -5.0  -10.0   26.0   47.0   10.0   27.2   27.8   23.0 2260.4
 132        -4.8  -12.8   -8.8    0.2   21.2   44.8    0.0   28.1   27.6   22.7 2182.6
 132       -19.5  -16.5   -7.5    9.5   14.5   54.5    0.0   29.6   27.7   20.4 2032.6
 132       -27.0  -18.0   -4.0   -6.0   28.0   57.0    0.0   31.6   27.8   17.9 1843.8
 132       -50.0  -21.0   -3.0   16.0    8.0   80.0    0.0   33.6   27.7    4.0 1653.8
