ftime(hr)    y01   DS02   LG02   HWFI   AVNI   VMXC   DV12   SLAT   SSTN   SHDC   DTL 
  36        12.5    4.5    0.5   -3.5   -1.5   27.5   -5.0   18.5   29.0   19.7   -7.4
  36        10.2    3.2   -1.8   -1.8    0.2   29.8    0.0   19.0   28.7   12.5   42.6
  36        15.0    1.0   -3.0    0.0    2.0   25.0    0.0   19.3   28.4   12.8   47.8
  36        -2.0   -2.0   -4.0    8.0   -2.0   32.0    5.0   19.3   28.4   13.1   36.4
  36         7.8    2.8   -3.2   -4.2    4.8   47.2    0.0   12.9   28.5   13.0  479.2
  36        -8.0    2.0   -1.0    0.0   -1.0   53.0    5.0   13.6   28.4   16.0  432.8
  36       -12.8    0.2   -1.8    1.2    0.2   52.8    5.0   14.5   28.3   16.9  363.8
  36       -14.5   -0.5   -2.5   -2.5    5.5   54.5    5.0   15.2   28.2   17.8  302.0
  36        -6.8   -2.8   -1.8    3.2    1.2   51.8    5.0   15.7   25.8    3.9 1859.0
  36       -15.0    6.0    6.0   -7.0   -5.0   60.0   10.0   16.0   25.9    4.6 1881.4
  36       -10.2    1.8    1.8   -7.2    3.8   55.2    5.0   16.5   26.1    7.2 1879.4
  36       -10.8    2.2    4.2   -8.8    2.2   50.8    5.0   16.9   26.0    7.9 1863.4
  36       -15.0   -1.0    1.0   -4.0    4.0   50.0    0.0   17.2   26.2    8.3 1764.0
  36       -15.5   -1.5   -0.5   -1.5    3.5   50.5    0.0   17.9   26.4   11.3 1700.6
  36       -11.8    4.2    2.2   -7.8    1.2   46.8    0.0   17.8   26.6   12.8 1578.4
  36        -3.0    8.0    6.0   -2.0  -12.0   38.0    5.0   15.5   26.5    3.9 1297.0
  36        -1.0    7.0    8.0   -4.0  -11.0   41.0    5.0   15.8   26.2    6.0 1477.2
  36        -3.8    5.2    6.2   -4.8   -6.8   43.8    5.0   16.1   26.0    7.4 1564.8
  36        -3.8    2.2    2.2   -1.8   -2.8   38.8    0.0   17.1   25.7    7.1 1705.2
  36        -2.0   -1.0    1.0    3.0   -3.0   37.0    0.0   18.2   25.6   11.7 1837.6
  36         1.5    0.5    1.5    2.5   -4.5   33.5    0.0   19.0   25.7   13.0 2005.6
  36       -10.2    4.8    2.8   -3.2   -4.2   40.2    5.0   33.1   28.0   22.6  987.8
  36       -17.0    3.0    7.0   -5.0   -5.0   47.0   10.0   33.7   27.9   23.5  961.8
  36       -12.8    2.2    4.2   -2.8   -3.8   47.8    5.0   34.1   27.9   23.9  906.8
  36        -5.8    4.2    2.2   -3.8   -2.8   40.8   -5.0   34.3   27.5   21.8  852.6
  36        -2.2    3.8   -2.2   -2.2    0.8   37.2  -10.0   34.4   27.4   20.9  813.0
  36        -5.5    3.5   -3.5   -0.5    0.5   35.5  -10.0   34.9   27.4   15.8  752.2
  36        -3.2    3.8   -5.2   -2.2    3.8   33.2  -10.0   36.4   27.0   15.0  630.2
  36         3.0    8.0    3.0    0.0  -11.0   52.0    5.0   13.8   28.3    8.9  868.4
  36        -6.0    9.0   10.0  -10.0   -9.0   61.0   10.0   14.1   28.2    6.9  946.2
  36       -13.8   11.2   11.2  -11.8  -10.8   68.8   10.0   14.7   28.0    5.9 1036.0
  36       -20.0    7.0    6.0  -13.0    0.0   80.0   10.0   15.1   27.8    4.7 1132.8
  36        -7.5    3.5    4.5   -3.5   -4.5   77.5   10.0   15.7   27.6    5.8 1153.2
  36         1.8    6.8    4.8   -4.2   -7.2   78.2   10.0   16.5   27.3    6.4 1166.0
  36         3.8    6.8    3.8   -3.2   -7.2   76.2    5.0   16.9   27.1    5.8 1251.4
  36         2.8    1.8    1.8    1.8   -5.2   77.2    5.0   17.6   26.7    8.8 1284.8
  36        -1.0    5.0    1.0    3.0   -9.0   76.0    5.0   18.4   26.2    9.5 1293.8
  36         4.5    3.5   -0.5    2.5   -5.5   70.5    0.0   19.0   25.8    9.8 1306.8
  36        -0.8    3.2   -0.8   -2.8    0.2   70.8    5.0   19.8   25.5   12.9 1328.0
  36       -11.5    2.5   -4.5   -3.5    5.5   71.5   15.0   21.0   25.1   16.3 1342.0
  36       -10.2    0.8   -3.2   -6.2    8.8   65.2   10.0   21.9   25.0   18.4 1364.8
  36       -14.0   -4.0   -4.0   -2.0   10.0   59.0    0.0   23.0   25.1   23.3 1399.6
  36       -11.5   -9.5   -4.5   -0.5   14.5   46.5  -10.0   26.6   25.4   37.6 1901.8
  36        -7.0   -7.0  -10.0    6.0   11.0   42.0  -15.0   26.7   25.6   36.7 2002.8
  36       -11.0    4.0    2.0    0.0   -6.0   41.0    5.0   29.4   27.4   16.9 2057.0
  36       -10.2    4.8    0.8   -5.2   -0.2   40.2    0.0   29.0   27.4   16.4 2104.2
  36        -6.5    6.5    0.5   -5.5   -1.5   36.5   -5.0   29.5   27.2   14.8 2077.4
  36       -10.5    3.5    1.5    3.5   -8.5   40.5    0.0   30.6   27.0   14.7 1994.6
  36       -16.2    3.8    4.8    2.8  -11.2   46.2    5.0   32.0   26.8   14.8 1849.8
  36        23.8    8.8   -0.2   -5.2   -3.2   36.2    0.0   19.5   28.6   19.3   97.2
  36        25.0    4.0   -5.0   -1.0    2.0   40.0    0.0   19.7   28.7   20.3  119.6
  36        31.0    1.0   -3.0    7.0   -5.0   44.0    5.0   20.4   28.9   21.5  150.8
  36        19.8    5.8    0.8   -7.2    0.8   55.2   10.0   20.8   28.9   20.6   93.6
  36         6.0   10.0   10.0  -11.0   -9.0   59.0   15.0   21.0   29.0   20.6  108.8
  36         3.5    8.5    5.5  -10.5   -3.5   61.5   10.0   21.3   28.9   20.3   99.4
  36         3.5    4.5    6.5  -12.5    1.5   66.5   10.0   22.0   29.1   21.7  170.2
  36       -12.2    8.8    7.8  -19.2    2.8   72.2   15.0   22.3   29.2   22.7  207.6
  36        -9.5    7.5    7.5  -11.5   -3.5   64.5   10.0   22.8   29.0   19.1  132.8
  36       -17.0   -1.0    0.0  -10.0   11.0   57.0   10.0   23.0   28.7   15.8   61.4
  36       -16.0    0.0    0.0  -16.0   16.0   41.0   -5.0   22.9   28.5   12.7   14.4
  36         1.8    1.8   -1.2   11.8  -12.2   38.2    0.0   26.7   27.8   11.4 2061.6
  36         3.8    3.8   -0.2   -0.2   -3.2   41.2    0.0   26.7   27.8   12.6 2137.4
  36         4.8    4.8    0.8   -2.2   -3.2   35.2    0.0   27.2   27.7   18.7 2198.6
  36         1.0    3.0   -2.0    0.0   -1.0   39.0    0.0   27.0   27.7   15.6 2189.2
  36         6.0    4.0    0.0    0.0   -4.0   34.0    0.0   26.7   27.4   17.2 2197.8
  36        -3.5    3.5    3.5   -7.5    0.5   38.5    5.0   26.5   27.3   17.5 2206.8
  36        -4.0    3.0    2.0    1.0   -6.0   39.0    5.0   26.9   27.4   20.1 2261.8
  36       -12.0    6.0    5.0   -9.0   -2.0   47.0   10.0   27.2   27.5   18.9 2280.2
  36       -15.2    2.8    2.8   -4.2   -1.2   50.2   10.0   27.3   27.5   12.4 2273.8
  36        -4.5    1.5   -2.5    2.5   -1.5   39.5   -5.0   28.8   26.7   12.4 2149.8
  36         0.5    4.5    3.5   -5.5   -2.5   34.5    0.0   29.1   26.5   15.0 2120.0
  36        -1.8    3.2    2.2   -5.8    0.2   36.8    0.0   29.4   26.4   11.2 2105.4
  36       -18.8    3.2    3.2   -7.8    1.2   58.8   15.0   25.6   29.3   22.4  299.2
  36       -24.5   -5.5   -3.5   11.5   -2.5   64.5   10.0   26.1   29.2   23.6  300.6
  36       -17.0   -4.0   -2.0    8.0   -2.0   57.0    5.0   26.9   29.0   26.3  247.0
  36       -23.2   -2.2   -6.2    7.8    0.8   58.2    0.0   27.3   29.0   25.2  207.0
  36       -17.8    0.2   -7.8    8.2   -0.8   47.8  -10.0   27.5   28.9   24.6  180.2
  36       -14.8    1.2    0.2    4.2   -5.8   39.8   -5.0   28.1   28.7   26.1  116.4
  36        -0.8   -1.8   -0.8    7.2   -4.8   45.8   10.0   30.2   26.9   23.2 1803.4
  36         1.8    0.8   -1.2   -1.2    1.8   38.2    0.0   30.3   26.9   23.6 1823.0
  36         0.8    2.8   -1.2   -2.2    0.8   34.2    0.0   30.1   26.9   27.1 1866.4
  36       -13.0    1.0    3.0   -4.0    0.0   43.0   10.0   30.0   27.0   29.2 1881.4
  36        -7.8    0.2    2.2   -2.8    0.2   37.8    5.0   30.1   27.0   36.3 1878.8
  36        -1.2    9.8    6.8  -10.2   -6.2   46.2    5.0   32.7   23.5   16.6 1537.0
  36        -5.5    4.5    4.5   -2.5   -6.5   50.5    0.0   33.7   23.3   19.0 1445.8
  36        -9.0    0.0    1.0    1.0   -2.0   54.0    0.0   35.3   22.3   22.9 1314.6
  36       -13.0    0.0   -1.0    2.0   -1.0   58.0    5.0   36.7   21.4   25.1 1229.6
  36        -8.8   -1.8   -3.8    2.2    3.2   58.8    0.0   37.7   20.8   21.5 1181.4
  36         8.0    2.0   -4.0   -1.0    3.0   47.0  -10.0   38.2   20.5   23.8 1245.0
  36         7.8    1.8   -4.2    0.8    1.8   47.2  -10.0   39.3   19.5   22.3 1339.2
  36        15.0    2.0   -4.0    3.0   -1.0   45.0    0.0   28.6   28.4    8.8   91.6
  36        19.0    2.0   -5.0    1.0    2.0   46.0    0.0   28.9   28.4   10.8  142.0
  36         6.5    2.5    2.5    1.5   -6.5   63.5   10.0   29.4   28.4   11.1  153.6
  36        14.8    3.8    5.8   -4.2   -5.2   65.2   10.0   29.7   28.3   11.1  187.6
  36         7.0    2.0    4.0   -4.0   -2.0   73.0   10.0   30.4   28.2   10.4  204.6
  36        13.5    1.5    3.5   -7.5    2.5   71.5    5.0   31.6   28.2   11.2  200.0
  36        11.0    5.0    6.0   -7.0   -4.0   74.0    5.0   32.7   28.1   10.1  162.4
  36         0.0   10.0    8.0  -12.0   -6.0   80.0   10.0   33.8   27.7    6.6  114.8
  36       -11.0    2.0    2.0   -2.0   -2.0   81.0    5.0   34.8   27.6   11.4  123.4
  36       -21.8    8.2   -0.8   -1.8   -5.8   86.8   15.0   36.5   26.4   16.3  154.0
  36       -20.8    2.2   -5.8    4.2   -0.8   80.8   15.0   38.1   23.6   25.4  142.8
  36        -2.8    8.2    2.2  -10.8    0.2   32.8    0.0   12.9   26.9   14.4  935.6
  36        -1.8    0.2   -4.8    8.2   -3.8   41.8    0.0   15.5   28.3   14.3  317.0
  36         3.5    2.5   -0.5   -2.5    0.5   36.5    0.0   16.7   28.4   15.3  229.8
  36        -5.5    1.5   -1.5    3.5   -3.5   45.5    5.0   17.9   28.6   11.5  114.4
  36        -7.5    3.5    0.5   -5.5    1.5   47.5    5.0   19.0   28.7    9.5   69.6
  36        -3.8   -1.8   -4.8    9.2   -2.8   48.8    0.0   20.1   28.8   13.8  103.0
  36         9.2    3.2   -0.8   -1.8   -0.8   45.8    0.0   21.2   28.8   16.0  161.8
  36        11.0   -1.0   -4.0    9.0   -4.0   49.0    0.0   22.6   28.9   17.4  275.6
  36        21.5    0.5   -4.5    5.5   -1.5   48.5   -5.0   24.0   29.0   16.1  392.6
  36        16.2   -0.8   -6.8    4.2    3.2   53.8   -5.0   25.7   28.9   13.8  502.6
  36         8.8    0.8   -5.2    0.8    3.8   56.2    0.0   27.3   28.8   11.2  537.4
  36         4.8    3.8   -3.2    0.8   -1.2   50.2    0.0   28.8   28.5   17.1  586.0
  36        -9.8    6.2    5.2   -1.8   -9.8   59.8   10.0   30.6   28.1   17.1  549.6
  36       -11.8    7.2    7.2  -11.8   -2.8   56.8   10.0   32.0   27.8   20.5  522.0
  36       -23.8    8.2   10.2   -4.8  -13.8   68.8   20.0   33.1   27.5   24.4  541.6
  36       -23.2    0.8    8.8   -8.2   -1.2   68.2   15.0   34.9   27.4   32.0  487.0
  36       -17.2    1.8    3.8   -7.2    1.8   62.2   -5.0   36.4   27.2   36.0  498.2
  36        12.0    1.0   -5.0   10.0   -6.0   38.0   -5.0   24.0   29.3   11.9  371.6
  36         4.2    0.2   -6.8   16.2   -9.8   45.8    0.0   24.2   29.3   11.8  378.8
  36        12.8    1.8    3.8    3.8   -9.2   52.2   10.0   24.9   29.3   15.3  483.8
  36        10.2    3.2    4.2   -0.8   -6.8   54.8   10.0   25.7   29.3   14.7  561.6
  36        16.2    1.2   -2.8    2.2   -0.8   48.8    0.0   26.4   29.4   17.7  650.2
  36         2.2    6.2    0.2   -1.8   -4.8   62.8    5.0   26.6   29.4   15.2  689.2
  36         2.2   11.2    7.2  -12.8   -5.8   67.8   10.0   28.1   29.2   13.5  766.2
  36         5.0   10.0    5.0   -8.0   -7.0   65.0    5.0   28.6   29.1   13.1  784.8
  36        -9.8    8.2    9.2   -8.8   -8.8   79.8   15.0   29.2   28.8    8.8  830.0
  36       -12.2    8.8    8.8   -6.2  -11.2   77.2   15.0   30.1   28.5    5.9  777.6
  36        -8.2    6.8    4.8   -6.2   -5.2   73.2    0.0   31.5   28.3    7.7  690.0
  36        -9.0    4.0    3.0   -1.0   -6.0   74.0    0.0   33.0   28.0    6.2  694.0
  36       -10.5    5.5    4.5   -7.5   -2.5   80.5    5.0   34.5   27.8   10.5  640.2
  36        -0.5    0.5    5.5   -5.5   -0.5   75.5    5.0   35.1   27.2   10.5  625.6
  36        -1.5   -4.5    2.5    3.5   -1.5   76.5    0.0   36.5   26.7   14.8  622.8
  36        -6.0   -5.0    3.0    4.0   -2.0   76.0   -5.0   37.6   26.3   20.7  654.6
  36         1.8    3.8    0.8   -4.2   -0.2   43.2    5.0   19.0   26.9   14.7 1943.4
  36        -2.2    5.8    1.8   -7.2   -0.2   47.2    5.0   19.4   27.1   16.8 1897.8
  36         1.0    1.0   -3.0   -5.0    7.0   49.0    5.0   19.5   27.3   14.3 1794.4
  36        -1.0    2.0   -4.0   -4.0    6.0   56.0    5.0   20.3   27.5   12.4 1815.2
  36         6.2    3.2   -0.8   -6.8    4.2   53.8    5.0   21.6   27.9   13.1 1835.0
  36        17.2    2.2   -2.8   -1.8    2.2   52.8    0.0   22.0   28.1   11.1 1756.4
  36        17.2    3.2    3.2   -2.8   -3.8   57.8    5.0   23.0   28.7   11.9 1729.8
  36        18.0    7.0    5.0   -7.0   -5.0   62.0    5.0   24.3   29.0    9.9 1716.4
  36        10.0    7.0    6.0   -6.0   -7.0   75.0    5.0   25.2   29.2    6.8 1691.6
  36        11.5    7.5   12.5   -4.5  -15.5   78.5   10.0   25.7   29.4    9.7 1604.6
  36        12.0   10.0   13.0   -7.0  -16.0   83.0   10.0   26.4   29.5    9.8 1547.8
  36         2.0    9.0   12.0   -6.0  -15.0   93.0   15.0   27.0   29.5   10.3 1527.0
  36         9.2   12.2   13.2   -6.8  -18.8   90.8   15.0   27.9   29.3    9.1 1511.2
  36        16.0   11.0    6.0   -7.0  -10.0   89.0    5.0   28.7   29.0    9.9 1530.4
  36        -1.2    7.8    2.8   -5.2   -5.2   96.2   15.0   29.5   28.5    9.8 1529.6
  36        -4.0    8.0    3.0   -8.0   -3.0   89.0   15.0   30.6   28.3   11.7 1513.0
  36        -6.0    4.0    1.0   -8.0    3.0   91.0    5.0   31.7   28.2    8.3 1485.0
  36       -14.0    4.0   -2.0   -6.0    4.0   94.0    5.0   32.9   28.0    6.4 1431.6
  36       -12.0    6.0   -1.0   -6.0    1.0   92.0    0.0   34.2   27.7    6.0 1314.4
  36       -16.0    2.0   -4.0    2.0    0.0   91.0    5.0   35.6   27.2    8.4 1189.2
  36       -13.0    5.0   -2.0   -2.0   -1.0   83.0    0.0   36.8   26.6   11.7 1101.4
  36         2.8    7.8   -0.2   -4.2   -3.2   67.2  -20.0   38.0   25.7   14.9 1046.0
  36         5.8    3.8   -1.2    3.8   -6.2   59.2  -15.0   38.9   24.4   20.8 1008.0
  36         6.0    5.0    1.0   -5.0   -1.0   54.0    0.0   39.3   24.1   22.1 1041.0
  36         8.0    4.0    4.0   -4.0   -4.0   47.0    0.0   39.8   23.4   24.7 1100.8
  36         3.0    5.0    5.0   -8.0   -2.0   42.0   -5.0   40.1   22.8   24.4 1212.0
  36        27.8    3.8   -1.2    2.8   -5.2   37.2    5.0   28.2   28.2   31.6 1063.6
  36        21.5   -1.5    2.5    0.5   -1.5   48.5   20.0   30.1   27.7   35.7 1180.0
  36         9.5   -2.5   -2.5   -0.5    5.5   50.5   10.0   32.1   27.3   31.6 1196.2
  36        -1.5   -4.5   -4.5    8.5    0.5   51.5    5.0   33.1   27.1   37.4 1149.8
  36        42.7    7.7    5.7    0.0  -13.3   47.3    5.0   17.0   29.2    8.8  301.0
  36        33.5    6.5    2.5    3.5  -12.5   61.5   10.0   17.6   29.3    6.0  241.0
  36        30.2    5.2    1.2    4.2  -10.8   69.8   10.0   18.3   29.3    5.5  196.2
  36        39.0    9.0    3.0   -3.0   -9.0   76.0   10.0   19.3   29.3    7.6  191.0
  36        27.2   14.2    8.2   -8.8  -13.8   87.8   15.0   20.1   29.3    7.8  217.8
  36        19.5   16.5   11.5  -18.5   -9.5   95.5   25.0   21.4   29.1    8.1  323.0
  36         2.0   11.0    4.0   -8.0   -7.0  108.0   30.0   22.3   29.1    7.8  392.4
  36         6.2   11.2    5.2  -15.8   -0.8  103.8   20.0   23.2   29.0    8.0  461.0
  36        10.5    2.5   -0.5   -8.5    6.5  104.5    5.0   24.0   28.9   10.5  523.8
  36        15.5    2.5   -2.5   -9.5    9.5  109.5   15.0   24.9   28.7   10.3  616.6
  36        18.5    2.5   -2.5   -4.5    4.5  106.5   10.0   25.7   28.5    9.6  689.2
  36        12.0    2.0   -3.0   -5.0    6.0  108.0    0.0   26.6   28.4   11.1  777.0
  36        11.8    3.8   -1.2   -5.2    2.8  103.2    0.0   27.6   28.0   11.6  861.4
  36        13.8    5.8   -1.2   -9.2    4.8   96.2  -10.0   28.4   27.8   12.3  916.8
  36         0.8    2.8   -6.2   -0.2    3.8  104.2    5.0   29.5   27.5   11.6  966.6
  36       -13.8    2.2  -10.8   -6.8   15.2  108.8   20.0   30.5   27.1   12.3 1024.4
  36       -14.0    3.0   -9.0   -6.0   12.0  104.0   10.0   31.6   26.8   14.2 1030.2
  36       -16.2    2.8  -10.2   -6.2   13.8  101.2   -5.0   32.9   26.4   13.9 1003.0
  36       -12.2    0.8   -7.2   -6.2   12.8   97.2  -10.0   35.1   26.1   17.9  903.6
  36        -8.2   -3.2  -11.2   -1.2   15.8   93.2  -10.0   37.0   25.1   19.4  809.6
  36        -4.0   -3.0  -12.0    3.0   12.0   84.0  -10.0   39.2   22.7   22.5  665.2
  36        -0.2    0.8  -10.2   -0.2    9.8   70.2  -15.0   41.5   20.0   23.4  531.6
  36         0.0    1.0    1.0    0.0   -2.0   45.0    0.0   31.9   25.0   15.3  180.4
  36         1.7    1.7    0.7    0.0   -2.3   43.3    0.0   32.0   24.7   17.8  174.6
  36         1.0    2.0    2.0   -2.0   -2.0   39.0    0.0   32.3   24.2   20.3  160.0
  36        -9.2    0.8    2.8   -0.2   -3.2   44.2   10.0   32.9   23.0   20.7  112.6
  36        -6.8    0.2    1.2   -3.8    2.2   36.8    5.0   33.3   21.5   18.4   60.6
  36        -3.5   -2.5   -2.5   -2.5    7.5   33.5    0.0   34.1   19.7   16.6  -13.6
  36        -1.5   -1.5   -1.5   -2.5    5.5   31.5    0.0   34.3   19.3   15.3  -26.2
  36        -0.5   -1.5   -1.5   -3.5    6.5   30.5    0.0   34.8   18.8   12.5  -39.0
  36         3.8    0.8    0.8   -2.2    0.8   26.2   -5.0   35.7   18.5    9.6  -73.0
  36        -6.2   -3.2   -3.2   -2.2    8.8   31.2    5.0   30.6   29.0   14.0 -295.4
  36        -8.2   -5.2   -5.2    0.8    9.8   33.2    5.0   31.5   28.6   15.5 -333.0
  36        -8.8   -5.8   -6.8    3.2    9.2   33.8    5.0   31.7   28.6   16.2 -357.2
  36        -6.8    0.2    0.2   -3.8    3.2   26.8  -15.0   32.6   28.4   17.0 -416.2
  36        -3.3    1.7   -2.3    0.7    0.0   63.3   10.0   11.5   27.8    5.3 1466.6
  36        -2.5    9.5    7.5   -1.5  -15.5   67.5   15.0   11.9   27.8    6.0 1396.0
  36        17.0    6.0    5.0   -7.0   -4.0   58.0   10.0   12.1   27.2    7.1 1306.2
  36        32.8    5.8    3.8   -2.2   -7.2   52.2    0.0   12.1   27.2    7.0 1204.0
  36        42.8    6.8    2.8   -2.2   -7.2   52.2    0.0   12.3   27.2    6.0 1164.2
  36        59.2    8.2    6.2   -5.8   -8.8   50.8    0.0   13.0   27.1    4.3 1182.0
  36        52.2    9.2    6.2   -6.8   -8.8   52.8    0.0   13.3   26.9    1.7 1152.6
  36        27.8    4.8    6.8   -3.2   -8.2   67.2   10.0   13.9   27.0    2.0 1134.8
  36        17.8    2.8    2.8    2.8   -8.2   67.2    5.0   14.3   27.1    6.3 1120.2
  36         5.5    4.5    4.5   -0.5   -8.5   69.5    5.0   14.7   27.1    7.2 1101.6
  36        -1.0    7.0    8.0   -8.0   -7.0   66.0    5.0   14.8   27.2   10.6 1062.2
  36       -17.5    3.5    6.5   -6.5   -3.5   72.5   15.0   15.1   27.3   15.4 1030.6
  36       -28.2    2.8    4.8   -3.2   -4.2   78.2   25.0   15.4   27.4   15.2  998.6
  36       -31.2    4.8    4.8  -12.2    2.8   76.2   10.0   15.7   27.6   12.8  950.6
  36       -28.8    5.2    1.2  -12.8    6.2   68.8  -15.0   15.9   27.7   12.7  872.8
  36       -21.2    9.8    6.8  -22.2    5.8   61.2  -15.0   16.2   27.9   14.5  807.6
  36       -13.5    9.5    6.5   -6.5   -9.5   48.5  -15.0   16.6   28.1   18.9  744.8
  36        -8.5    8.5   -1.5   -6.5   -0.5   38.5  -25.0   16.6   28.2   16.1  623.0
  36        -5.0   -1.0   -1.0    9.0   -7.0   45.0    0.0   15.9   28.0   12.6  888.6
  36        -1.8   -2.8   -2.8   12.2   -6.8   41.8    0.0   16.6   28.2   17.1  832.4
  36        12.5    0.5   -2.5    6.5   -4.5   32.5   -5.0   16.9   28.4   17.7  713.4
  36        13.2    1.2   -1.8    4.2   -3.8   31.8   -5.0   17.2   28.5   18.3  575.8
  36         9.8    0.8   -1.2    4.8   -4.2   35.2    0.0   17.3   28.6   18.7  437.4
  36         4.8   -0.2    1.8    2.8   -4.2   40.2    5.0   17.8   28.8   20.4  311.6
  36         2.8   -0.2   -0.2    2.8   -2.2   42.2    5.0   18.1   28.9   22.4  211.8
  36         0.2   -2.8   -4.8    2.2    5.2   44.8    0.0   18.7   28.9   23.7  165.8
  36        20.0    8.0    7.0   -3.0  -12.0   50.0   10.0   14.7   27.5    6.9  507.0
  36         1.5    3.5    5.5   -5.5   -3.5   63.5   15.0   15.6   27.2    3.5  619.2
  36        -5.5    4.5    2.5   -4.5   -2.5   65.5   15.0   16.8   26.6    6.1  785.2
  36       -13.8    4.2    0.2   -3.8   -0.8   63.8   15.0   17.6   26.2   10.4  913.2
  36       -22.5    2.5   -1.5   -3.5    2.5   67.5   15.0   17.8   26.1   10.6  969.4
  36       -15.0   -1.0    1.0   -5.0    5.0   60.0    5.0   18.5   26.0   12.7 1059.4
  36       -19.5    1.5   -0.5   -5.5    4.5   59.5    0.0   19.2   25.9   16.2 1148.6
  36       -14.8   -1.8   -3.8    2.2    3.2   54.8  -10.0   19.5   25.9   16.4 1192.0
  36       -14.5   -3.5   -2.5    4.5    1.5   49.5  -10.0   19.7   26.1   19.2 1257.6
